
312	267
311	267
312	267
311	266
312	267
313	268
312	266
311	266
312	267
311	266
312	266
312	267
312	267
312	267
312	267
312	267
312	267
311	267
312	267
312	267
312	267
312	266
312	267
312	266
312	266
311	267
312	266
312	267
311	267
311	267
307	269
301	271
301	272
301	271
298	272
292	272
291	273
289	273
284	273
284	273
280	273
275	273
275	273
273	274
268	274
269	273
264	273
262	272
260	272
254	272
254	272
251	272
247	272
247	272
243	273
239	272
239	272
232	273
233	272
229	274
225	272
223	273
221	272
218	273
214	273
212	273
210	273
208	273
205	272
202	273
200	273
196	273
195	273
193	273
194	273
193	273
191	271
189	267
190	267
189	267
188	264
187	261
186	260
186	257
186	249
186	250
186	249
186	249
186	249
186	239
185	236
185	236
185	233
185	230
185	228
184	224
185	225
184	222
184	221
185	221
185	221
185	221
186	221
184	211
184	200
185	200
185	200
184	199
184	198
184	196
184	191
183	191
183	191
182	190
183	191
183	190
182	190
183	174
182	169
183	169
183	168
182	169
183	168
183	168
185	168
184	167
185	168
190	161
194	156
195	155
195	156
195	155
195	155
200	156
205	154
204	154
205	154
205	154
214	153
220	151
221	151
221	151
225	151
231	152
231	151
236	153
238	151
240	151
243	153
245	151
250	152
252	151
255	151
259	151
260	150
263	150
265	150
270	151
273	150
273	150
278	150
279	150
282	150
285	149
287	149
292	149
292	149
296	149
300	149
299	150
300	149
299	149
299	150
300	150
306	157
307	157
306	157
307	162
308	165
308	165
309	167
309	173
309	174
309	177
308	181
309	181
309	184
309	189
309	189
309	192
309	196
309	195
310	199
310	201
310	205
309	208
310	209
309	214
310	215
309	217
309	222
309	222
309	226
309	229
309	229
309	234
310	236
310	237
310	244
309	243
310	247
310	251
310	251
310	250
310	259
310	259
309	259
311	267
310	267
310	267
310	267
310	267
310	268
310	268
311	267
310	268
310	268
311	267
310	267
311	267
310	268
310	268
310	268
310	268
310	268
310	268
311	267
310	267
310	268
310	268
311	268
310	268
310	267
310	268
310	267
310	267
310	267
311	267
310	267
