
0	400	315
8	400	313
10	417	315
12	433	316
14	448	317
16	458	318
17	466	317
18	473	317
0	479	317
1	480	319
3	478	336
4	477	350
5	475	363
6	475	374
7	474	382
8	474	391
0	475	397
2	474	397
4	458	395
5	441	395
7	426	395
8	416	394
9	410	395
10	403	393
0	397	394
3	397	393
4	397	378
6	398	361
7	399	348
8	400	337
10	402	328
11	401	320
