
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
313	265
308	267
302	270
301	270
301	270
299	271
293	271
292	271
289	271
284	272
284	272
281	272
277	272
276	272
273	272
270	272
270	272
265	272
264	272
262	272
256	272
256	272
254	272
249	272
249	272
244	272
241	272
241	272
235	272
235	272
229	273
228	272
225	272
222	272
220	273
217	272
215	273
213	273
209	273
207	272
205	273
202	273
200	273
198	273
196	273
197	273
197	273
194	270
192	268
191	268
191	267
190	264
189	260
188	260
189	259
187	250
187	250
187	250
187	249
187	249
187	236
187	236
187	236
186	230
186	229
186	226
186	223
186	223
186	220
186	220
186	220
186	220
186	220
186	220
186	210
185	199
185	199
185	199
185	199
185	199
185	194
185	190
184	190
184	190
184	189
184	189
184	189
184	189
184	170
184	168
183	168
183	168
183	167
183	168
183	168
185	167
185	167
185	167
195	157
197	155
197	154
197	154
197	154
197	154
199	154
206	152
206	152
206	152
206	152
216	150
222	149
222	149
222	149
223	149
232	150
232	150
233	149
240	149
240	149
244	150
245	149
248	149
252	149
253	149
259	149
259	149
265	149
266	149
269	149
272	148
272	148
279	148
279	148
282	148
286	148
286	148
292	148
292	148
295	148
300	148
300	147
300	148
300	148
300	148
300	148
306	156
306	156
307	156
307	159
308	164
308	164
308	164
309	172
309	172
309	173
309	180
309	180
309	181
310	187
310	187
309	188
310	194
310	194
310	199
310	200
310	203
310	207
310	207
310	213
310	214
310	214
310	221
310	221
310	224
310	228
311	228
311	234
311	236
311	236
311	243
311	243
311	243
311	250
311	250
311	250
311	258
311	258
311	258
312	266
311	267
311	267
311	267
311	267
311	267
312	267
311	267
312	267
311	267
312	267
312	267
311	267
311	267
311	267
311	267
311	267
311	267
311	267
312	267
311	267
311	267
311	267
311	267
311	267
311	267
311	267
311	267
311	267
311	267
311	267
312	267
